context,layer,n_prompts,n_utterances,mean_similarity,std_similarity,max_similarity,min_similarity
lonely,1,100,100,0.8870469704691726,0.05391307993029389,0.991814737363452,0.46478460648133574
lonely,2,100,100,0.9991957996328896,0.0009411200274391907,0.9999624123848815,0.9896066246043362
lonely,3,100,100,0.9983197972710229,0.0018816200284780874,0.9999160936841643,0.9792671993126308
lonely,4,100,100,0.9967683406858803,0.0034008928101038585,0.9998801866389863,0.9626971700025309
lonely,5,100,100,0.9952025343610792,0.004826589629551699,0.9998455115501566,0.9472976481284375
lonely,6,100,100,0.9940414006996215,0.006031477889212501,0.9998071200229742,0.9339786319883375
lonely,7,100,100,0.9926869812580786,0.0068634048472699044,0.9997691800534765,0.9276721560402853
lonely,8,100,100,0.9907454205663285,0.008578738927251525,0.9997324054946047,0.9112940815698858
lonely,9,100,100,0.9896901795609506,0.009670356512616787,0.9997034683702317,0.9011131479702039
lonely,10,100,100,0.9886180787525329,0.011209435403507892,0.9996986282906969,0.8834614888268776
lonely,11,100,100,0.9889168405738852,0.010818322122948663,0.9996813114553291,0.8882117342299269
lonely,12,100,100,0.9850792814478746,0.014636150251580372,0.9995819677534162,0.8473839706965683
lonely,13,100,100,0.9831808350640545,0.016205620559498046,0.9994922275167408,0.8327092506582401
lonely,14,100,100,0.9806375511321818,0.018217759257191803,0.9994295212049144,0.8133743985943656
lonely,15,100,100,0.9745839236051558,0.022351735978714576,0.9992128211566598,0.7695877743050142
lonely,16,100,100,0.9693914354938673,0.025367720372956887,0.9990227835291372,0.7448230916753693
lonely,17,100,100,0.9645218380021557,0.02803565826664274,0.9988478047633251,0.7235449700848324
lonely,18,100,100,0.9622119206960175,0.02847277587666949,0.9986410939817948,0.7195003641485019
lonely,19,100,100,0.9585551191855025,0.030322318222946187,0.9984041523106233,0.706665053678875
lonely,20,100,100,0.9491591771825366,0.03539879530360788,0.9979302735214082,0.6603311119982759
lonely,21,100,100,0.94153513930494,0.03890847805049166,0.9974319941259577,0.6324801341034836
